gene1,gene2,class,cancer
GATSL3,KRAS,0,COAD
BLM,CDADC1,0,COAD
IGFBP3,KRAS,0,COAD
GPR153,KRAS,0,COAD
CD320,PTTG1,0,COAD
KRAS,TRAPPC4,0,COAD
AMOTL2,KRAS,0,COAD
BLM,COQ2,0,COAD
KRAS,PRR13,0,COAD
DMAP1,NAP1L5,0,COAD
KRAS,PPP1R9A,0,COAD
PTEN,SYT12,0,COAD
BLM,CD248,0,COAD
NRG2,PTEN,0,COAD
KRAS,SCAND3,0,COAD
HRASLS,MUS81,0,COAD
CLTB,PTTG1,0,COAD
KRAS,ZDHHC13,0,COAD
BLM,TPSAB1,0,COAD
BLM,ZNF518B,0,COAD
BLM,MLEC,0,COAD
BLM,LYRM5,0,COAD
HDDC3,KRAS,0,COAD
KRAS,TCAM1P,0,COAD
PRR5,PTEN,0,COAD
PCSK1,PTEN,0,COAD
BLM,GGT1,0,COAD
C17orf97,KRAS,0,COAD
BLM,RNH1,0,COAD
GAB2,PTEN,0,COAD
EXTL3,PTTG1,0,COAD
KRAS,PIBF1,0,COAD
BGN,MUS81,0,COAD
MUS81,TCF7L2,0,COAD
ATL3,PTTG1,1,COAD
KDM3B,SMARCC1,0,COAD
ENO3,PTTG1,0,COAD
ENTPD5,PTEN,0,COAD
BLM,KIRREL,0,COAD
ALDH1L1,MUS81,0,COAD
PTEN,ZNF571,0,COAD
BLM,MS4A6E,0,COAD
PTEN,ZSCAN5A,0,COAD
MPP3,MUS81,1,COAD
CDYL,ZMYND11,0,COAD
PPP1R1C,PTTG1,0,COAD
C11orf74,KRAS,0,COAD
MARCH4,PTEN,0,COAD
EZH2,KAT5,0,COAD
CLCN5,PTEN,0,COAD
PRPF8,PTTG1,0,COAD
CNR1,PTEN,0,COAD
CLCN5,MUS81,0,COAD
PTEN,TJP3,0,COAD
ELF5,PTTG1,0,COAD
BLM,CHIT1,0,COAD
PTTG1,SEC61G,0,COAD
BLM,UPRT,0,COAD
CBX4,HDAC7,0,COAD
KRAS,RNASE3,0,COAD
GRM5,MUS81,0,COAD
IGF2R,PTEN,0,COAD
PTEN,RPS27L,0,COAD
PTTG1,TTYH3,0,COAD
GSTA4,PTTG1,0,COAD
MAGEF1,PTEN,0,COAD
FAM131B,PTEN,0,COAD
PTTG1,TINAG,0,COAD
BLM,TFEC,0,COAD
GUCA1C,KRAS,0,COAD
KRAS,POLR2I,0,COAD
KRAS,PPM1L,0,COAD
MUS81,SLC1A7,0,COAD
C8A,PTTG1,0,COAD
HTR3B,PTEN,0,COAD
FOXD3,PTEN,0,COAD
PTEN,TMC7,0,COAD
HMGN1,MUS81,0,COAD
MUS81,SPATA5,0,COAD
MUS81,PDS5B,0,COAD
GDAP2,PTEN,0,COAD
BLM,ZBTB26,0,COAD
PTTG1,SOST,0,COAD
CABIN1,MUS81,0,COAD
CXorf61,PTEN,0,COAD
EPHB1,MUS81,0,COAD
BLM,SLC1A6,0,COAD
CD14,MUS81,0,COAD
DMAP1,KDM2B,0,COAD
BLM,FTSJ3,0,COAD
MUS81,POTED,0,COAD
BLM,GPR26,0,COAD
ARMC8,KRAS,0,COAD
IL17RD,MUS81,0,COAD
CBX4,SETD2,0,COAD
PTEN,SCRG1,0,COAD
KRAS,TCF25,0,COAD
CDYL2,PTEN,0,COAD
PHYHIPL,PTEN,0,COAD
SETD8,SMARCD3,0,COAD
BLM,TNIK,0,COAD
CXXC1,SUV39H1,0,COAD
BLM,DMD,0,COAD
CHGA,PTTG1,0,COAD
BLM,PELI1,0,COAD
INSL5,PTEN,0,COAD
MUS81,RANBP3,0,COAD
COL6A1,KRAS,0,COAD
PTEN,RPA3,0,COAD
COX7A2L,MUS81,0,COAD
BLM,NUDT6,0,COAD
BLM,TMF1,0,COAD
BTNL8,PTEN,0,COAD
DHRS11,PTEN,0,COAD
CA8,KRAS,0,COAD
LHX2,MUS81,0,COAD
JAG1,PTEN,0,COAD
ARPC5,BLM,0,COAD
IRS4,MUS81,0,COAD
AIP,PTTG1,0,COAD
MORC4,PTTG1,0,COAD
C22orf13,KRAS,0,COAD
DYNLT1,PTEN,0,COAD
KRAS,MAF1,0,COAD
ITGA11,PTEN,0,COAD
NHEJ1,PTTG1,0,COAD
MUS81,ZFP106,0,COAD
IL18R1,PTTG1,0,COAD
GRAMD2,PTTG1,0,COAD
KRAS,TTLL13,0,COAD
NUDT9,PTEN,0,COAD
PTEN,SKA2,0,COAD
CTAG1B,PTTG1,0,COAD
DNAJC5,KRAS,0,COAD
PHF20L1,SMARCA1,0,COAD
BLM,DENR,0,COAD
BHMT2,PTTG1,0,COAD
KRAS,TMEM173,0,COAD
BCL2L2,MAP2K1,0,COAD
BLM,C20orf151,0,COAD
MECP2,PSIP1,0,COAD
PTEN,RPS29,0,COAD
PTEN,SPHK2,1,COAD
KRAS,LSM12,0,COAD
BLM,SYT17,0,COAD
PTTG1,SERAC1,0,COAD
MUS81,TPRX1,0,COAD
MLLT6,SMARCA1,0,COAD
MUS81,UPF1,0,COAD
LRCH1,MUS81,0,COAD
BLM,RSC1A1,0,COAD
KRAS,NOSIP,0,COAD
BLM,DNAJB4,0,COAD
FBXO40,PTEN,0,COAD
BLM,IL22RA2,0,COAD
FEM1B,MUS81,0,COAD
LYZL2,MUS81,0,COAD
BLM,MYBPH,0,COAD
EXOSC3,PTTG1,0,COAD
C1orf31,PTEN,0,COAD
BOLA3,MUS81,0,COAD
DNAI2,KRAS,0,COAD
ERCC5,PTEN,0,COAD
MTA2,SETD4,0,COAD
ITGB5,PTEN,0,COAD
PTEN,RABGGTA,0,COAD
C10orf137,PTEN,0,COAD
CHAF1A,SETD5,0,COAD
KRAS,OR10A6,0,COAD
BLM,MC4R,0,COAD
CUEDC1,KRAS,0,COAD
MUS81,SPDYA,0,COAD
KRAS,RPL36AL,0,COAD
KAT5,MTF2,0,COAD
ARMCX5,KRAS,0,COAD
MOCS1,MUS81,0,COAD
BLM,SPIB,0,COAD
MUS81,TSPAN33,0,COAD
PTEN,ZBTB9,0,COAD
PTEN,SLITRK1,0,COAD
PTPN4,PTTG1,0,COAD
OR51T1,PTEN,0,COAD
CRYAB,PTTG1,0,COAD
BLM,SLC2A3,0,COAD
BLM,GNB1L,0,COAD
PRG2,PTEN,0,COAD
DIS3L,MUS81,0,COAD
OR52A1,PTTG1,0,COAD
MPP3,PTEN,0,COAD
PTTG1,ZNF345,0,COAD
SMARCAD1,SMARCD2,0,COAD
PTEN,UBA3,0,COAD
C9orf43,PTTG1,0,COAD
C2orf68,KRAS,0,COAD
ACY3,PTTG1,0,COAD
DKFZp686O24166,KRAS,0,COAD
GPR37L1,PTTG1,0,COAD
KRAS,MTX3,0,COAD
PTTG1,S100A8,0,COAD
KRAS,TMEM88B,0,COAD
PTTG1,TMED10,0,COAD
MUS81,PEX1,0,COAD
FBXO10,KAT5,0,COAD
PTEN,RPS14,0,COAD
BLM,GFOD1,0,COAD
EXD2,KRAS,0,COAD
GH2,PTEN,0,COAD
PTTG1,TRIM49,0,COAD
HNMT,PTEN,0,COAD
KRAS,TGM5,0,COAD
ID1,MUS81,0,COAD
GLYR1,SMARCC1,0,COAD
BLM,CASC3,0,COAD
BLM,MSTN,0,COAD
MUS81,SCN9A,0,COAD
PTEN,RABIF,0,COAD
FAM187B,PTTG1,0,COAD
C8B,PTTG1,0,COAD
KCNK10,PTTG1,0,COAD
DTNB,PTTG1,0,COAD
PRMT7,PTTG1,0,COAD
KRT75,PTTG1,0,COAD
MUS81,NDNL2,0,COAD
CD1A,KRAS,0,COAD
EVPL,PTTG1,0,COAD
DHODH,KRAS,0,COAD
BLM,RCN3,0,COAD
SMARCA1,TRRAP,0,COAD
C9orf72,KRAS,0,COAD
BLM,RPL35A,0,COAD
PTTG1,SPAG7,0,COAD
BLM,PPAT,0,COAD
MUS81,ZNF2,0,COAD
KRAS,MAL2,0,COAD
MUS81,SPATA22,0,COAD
HIST1H4F,PTTG1,0,COAD
MUS81,PAPLN,0,COAD
MUS81,PFKFB3,0,COAD
MUS81,RGS7,0,COAD
BLM,FHL1,0,COAD
KRAS,VAX2,0,COAD
BLM,FAM54A,0,COAD
PTTG1,UBC,0,COAD
BLM,TAS2R9,0,COAD
BAZ2B,CDYL,0,COAD
MRPL30,PTTG1,0,COAD
MUS81,TRIM59,0,COAD
C6orf81,KRAS,0,COAD
FGGY,MUS81,0,COAD
PTTG1,SOCS1,0,COAD
GOLGA6B,PTEN,0,COAD
CLCF1,PTEN,0,COAD
PTTG1,SCAND3,0,COAD
DPF2,EHMT1,0,COAD
C20orf152,PTTG1,0,COAD
BLM,HS3ST4,0,COAD
BIN3,PTEN,0,COAD
CAPN7,KRAS,0,COAD
KRAS,LRP2,0,COAD
PTEN,RBBP4,0,COAD
KRAS,SPATS1,0,COAD
ARL2BP,BLM,0,COAD
HERC2,PTTG1,0,COAD
BLM,CDC42SE2,0,COAD
JKAMP,MUS81,0,COAD
MUS81,ST8SIA1,0,COAD
ACAT1,MUS81,0,COAD
BLM,VSX2,0,COAD
MUS81,SLC16A7,0,COAD
FAM69A,KRAS,0,COAD
PEBP1,PTEN,0,COAD
KRAS,RPS6KA6,0,COAD
MFAP3,MUS81,0,COAD
MUS81,PEMT,0,COAD
BLM,LRP6,0,COAD
HES4,KRAS,0,COAD
NGLY1,PTEN,0,COAD
CNGA1,KRAS,0,COAD
MRPL30,PTEN,1,COAD
NPHP3,PTTG1,0,COAD
MUS81,TESC,0,COAD
KRAS,SPG11,0,COAD
KRAS,PPAT,0,COAD
PTTG1,TNFRSF10A,0,COAD
ITPRIPL1,PTTG1,0,COAD
PAQR7,PTEN,0,COAD
ICAM3,PTEN,0,COAD
KRAS,NDUFB2,0,COAD
MRPL37,MUS81,0,COAD
BLM,NTRK3,0,COAD
BLM,FAM58A,0,COAD
PTTG1,UBLCP1,0,COAD
PTTG1,SLC30A3,0,COAD
CLEC6A,KRAS,0,COAD
BAI1,BLM,0,COAD
DLL1,PTEN,0,COAD
KRAS,SOX10,0,COAD
BLM,PARP10,0,COAD
KRAS,NEURL,0,COAD
INPP5F,PTEN,0,COAD
PTTG1,SLC35D3,0,COAD
C13orf18,KRAS,0,COAD
KRAS,SLC25A11,0,COAD
KRAS,OSTBETA,0,COAD
PWWP2B,RUVBL1,0,COAD
MUS81,RIF1,0,COAD
BLM,KRT19,0,COAD
GPR3,MUS81,0,COAD
KRT39,PTTG1,0,COAD
BLM,WRN,0,COAD
MUS81,PRKCH,0,COAD
KRAS,SLC25A20,0,COAD
PTEN,ZNF18,0,COAD
BLM,GNAQ,0,COAD
ALDH3A1,BLM,0,COAD
PTTG1,RGS8,0,COAD
RUVBL1,SMNDC1,0,COAD
MUS81,SPOPL,0,COAD
BLM,TMEM8B,0,COAD
DNAJC2,TERF2,0,COAD
KRAS,UBXN6,0,COAD
CHAF1A,KDM6B,0,COAD
MAP3K2,PTTG1,0,COAD
BLM,KLHDC5,0,COAD
KRAS,RBMXL3,0,COAD
ABCA11P,PTTG1,0,COAD
KRAS,NTF4,0,COAD
PTTG1,UBE2D4,0,COAD
KRAS,MPP5,0,COAD
POLR3B,PTTG1,0,COAD
CREB5,KRAS,0,COAD
PRKCZ,PTEN,0,COAD
EMID1,PTTG1,0,COAD
BLM,IL1R1,0,COAD
PTEN,SDCCAG1,0,COAD
BLM,SCNN1A,0,COAD
OS9,PTTG1,0,COAD
MAPK11,MUS81,0,COAD
PTEN,SLC22A5,0,COAD
C7orf41,KRAS,0,COAD
DNAJA4,PTTG1,0,COAD
BLM,LMNA,1,COAD
BLM,WFDC5,0,COAD
CETN1,PTTG1,0,COAD
PTTG1,UPF2,0,COAD
MUS81,SCUBE1,0,COAD
AS3MT,MUS81,0,COAD
GNG11,KRAS,0,COAD
ABR,KRAS,0,COAD
MUS81,PPFIBP1,0,COAD
MUS81,NEIL1,0,COAD
MUS81,PCSK6,0,COAD
B4GALNT3,BLM,0,COAD
KRAS,RICTOR,0,COAD
ASB4,PTEN,0,COAD
IGDCC3,MUS81,0,COAD
MS4A2,PTEN,0,COAD
ATG4C,PTEN,0,COAD
DOCK6,MUS81,0,COAD
EFNA5,PTEN,0,COAD
KRAS,SCGB1D4,0,COAD
KRAS,NDUFA7,0,COAD
CD86,MUS81,0,COAD
DNAJB7,PTTG1,0,COAD
BLM,LMBRD1,0,COAD
KRAS,TTC9C,0,COAD
KRAS,MAGED4,1,COAD
BLM,VHL,0,COAD
MUS81,ZC4H2,1,COAD
NR1I2,PTTG1,0,COAD
PTTG1,SPATS2L,0,COAD
PLCD1,PTEN,0,COAD
PTEN,PTK6,0,COAD
KRAS,OC90,0,COAD
BBS2,MUS81,0,COAD
LENEP,MUS81,0,COAD
MUS81,XCR1,0,COAD
CRH,KRAS,0,COAD
KIAA0196,PTEN,1,COAD
ATRNL1,PTEN,0,COAD
MUS81,SEC23A,0,COAD
BLM,PGLYRP4,0,COAD
CYSLTR1,PTEN,0,COAD
MUS81,RBM38,0,COAD
KRAS,LRIG2,0,COAD
ARSF,KRAS,0,COAD
BLM,TGFB1I1,0,COAD
BLM,OLAH,0,COAD
ATM,KRAS,0,COAD
MED20,PTEN,0,COAD
NID2,PTTG1,0,COAD
NEIL2,PTEN,0,COAD
FOXO3,PTTG1,0,COAD
KRAS,OR1L6,0,COAD
MUS81,SMAGP,0,COAD
CRYBA1,KRAS,0,COAD
KRAS,NUDC,0,COAD
BLM,WDR36,1,COAD
IPO11,PTEN,0,COAD
BLM,ZNRF1,0,COAD
KRAS,MBOAT7,0,COAD
BLM,COX11,0,COAD
GOSR1,MUS81,0,COAD
KRAS,ZNF554,0,COAD
HDAC2,PTEN,0,COAD
KRAS,MUC6,0,COAD
BLM,STAT5B,0,COAD
BLM,LPAR2,0,COAD
BLM,ZNF813,0,COAD
BLM,LEPREL1,0,COAD
BLM,CASC5,0,COAD
PRMT2,SETD2,0,COAD
C14orf135,KRAS,0,COAD
PCDH8,PTEN,0,COAD
C7,KRAS,0,COAD
BLM,MOGAT3,0,COAD
KRAS,PTTG1IP,0,COAD
MUS81,SGSM3,0,COAD
BLM,CUL9,0,COAD
MUL1,PTEN,0,COAD
PTEN,SLC27A6,0,COAD
MUS81,SLC35E4,0,COAD
GSTO1,KRAS,0,COAD
MAGED1,MUS81,0,COAD
DMAP1,SP100,0,COAD
HIST2H2AC,MUS81,0,COAD
NCF2,PTTG1,0,COAD
NDUFA6,PTEN,0,COAD
EMILIN2,PTEN,0,COAD
BLM,PICALM,0,COAD
CITED2,PTEN,0,COAD
BAZ1A,DPF2,0,COAD
BLM,PSMD11,1,COAD
LRRN3,PTTG1,0,COAD
MUS81,TTC37,0,COAD
BLM,C6orf106,0,COAD
MUS81,SYNM,0,COAD
CDKN3,KRAS,0,COAD
PTEN,RAB1B,0,COAD
FAM192A,PTEN,0,COAD
BLM,ITM2C,0,COAD
MUS81,PTP4A1,1,COAD
AHI1,PTTG1,0,COAD
CTPS2,KRAS,0,COAD
KRAS,SERGEF,0,COAD
HEMK1,KRAS,1,COAD
BHMT,MUS81,0,COAD
PTTG1,RTN4R,0,COAD
BLM,LANCL2,0,COAD
CD48,MUS81,0,COAD
FN1,PTEN,0,COAD
DLX3,KRAS,0,COAD
GALC,PTEN,0,COAD
ERRFI1,PTTG1,0,COAD
ANO2,PTTG1,0,COAD
KRAS,PIGR,0,COAD
KRAS,NXPH3,0,COAD
MUS81,SLC44A4,0,COAD
DCUN1D4,PTTG1,0,COAD
PTEN,TAB1,0,COAD
HIST1H2AB,PTTG1,0,COAD
FKBP9,KRAS,0,COAD
PCDH9,PTEN,0,COAD
BLM,SLCO6A1,0,COAD
BLM,SMYD5,0,COAD
MRPS25,PTTG1,0,COAD
MUS81,OASL,0,COAD
BLM,ZNF700,0,COAD
MUS81,SERPINB5,0,COAD
BLM,CALR3,0,COAD
GJA3,MUS81,0,COAD
IL2,MUS81,0,COAD
BLM,NOLC1,0,COAD
CNOT2,MUS81,0,COAD
COL7A1,KRAS,0,COAD
ARHGAP17,KRAS,0,COAD
DOCK5,KRAS,0,COAD
MUS81,ZNF212,0,COAD
PTEN,ZNF765,0,COAD
BLM,ZNF512B,0,COAD
EIF4EBP2,KRAS,0,COAD
ABCC1,KRAS,0,COAD
BLM,OSGEP,0,COAD
KIAA1429,KRAS,0,COAD
BLM,IQCC,0,COAD
BLM,PMP2,0,COAD
BLM,ZBED5,0,COAD
MUS81,PRKD1,0,COAD
MUS81,PRH2,0,COAD
BLM,MYO16,0,COAD
C19orf21,MUS81,0,COAD
FLOT2,PTEN,0,COAD
ARHGAP5,PTTG1,0,COAD
PTTG1,WDR8,0,COAD
KRAS,SAMD4A,0,COAD
KRAS,WDR47,0,COAD
NT5C3L,PTTG1,0,COAD
GNB2L1,PTTG1,0,COAD
CNTNAP4,MUS81,0,COAD
PTTG1,RASSF7,0,COAD
BLM,GLS,0,COAD
PTTG1,ZNF12,0,COAD
BLM,DAZAP2,0,COAD
PTEN,STOML2,0,COAD
DHX36,KRAS,0,COAD
BLM,C5orf33,0,COAD
BLM,HSPA8,0,COAD
APCS,MUS81,0,COAD
KRAS,RGS1,0,COAD
BLM,WIF1,0,COAD
PRSS35,PTTG1,0,COAD
BLM,ESR2,0,COAD
BTNL8,PTTG1,0,COAD
PTEN,RCCD1,0,COAD
RUVBL1,SNAPC4,0,COAD
CBX1,RUVBL1,0,COAD
PTEN,TRIP4,0,COAD
MUS81,PIP5K1C,0,COAD
CPNE7,KRAS,0,COAD
BLM,C11orf85,0,COAD
MT3,MUS81,0,COAD
BLM,PCDHB11,0,COAD
KRAS,OXCT2,0,COAD
BLM,PTPRM,0,COAD
DHODH,MUS81,0,COAD
KRAS,RASA4,0,COAD
KRAS,OR5L1,0,COAD
C14orf118,PTTG1,0,COAD
PTEN,SORCS1,0,COAD
ASF1B,KRAS,0,COAD
KRAS,PRELID2,0,COAD
PTTG1,SDCCAG3,0,COAD
KRAS,SUPT3H,0,COAD
GOLGA7,PTTG1,0,COAD
PTTG1,RND3,0,COAD
PTTG1,TMEM14C,0,COAD
C9orf50,KRAS,0,COAD
DYM,MUS81,0,COAD
ANKMY1,KRAS,0,COAD
BLM,CXCR7,0,COAD
BLM,SCN10A,0,COAD
KRAS,SENP7,0,COAD
BRPF1,MTA2,0,COAD
NCOA3,PTTG1,0,COAD
ANKRD7,PTTG1,0,COAD
PTEN,USP37,0,COAD
NFAT5,PTTG1,0,COAD
ING3,PTEN,0,COAD
BLM,POGK,0,COAD
INO80E,PHF11,0,COAD
MUS81,NGEF,0,COAD
FAM46A,KRAS,0,COAD
PTEN,TTC15,0,COAD
MIER3,NAP1L4,0,COAD
KRAS,PLEKHA9,0,COAD
FKBP7,KRAS,0,COAD
FAT3,PTTG1,0,COAD
MUS81,PSMD14,0,COAD
PTEN,SPEG,1,COAD
CDH18,PTTG1,0,COAD
KRAS,WDR65,0,COAD
CHAF1A,CHD1,0,COAD
GLYAT,PTEN,0,COAD
DCP1A,PTEN,0,COAD
MUS81,SLC38A3,0,COAD
BLM,EREG,0,COAD
FCGR3A,PTEN,0,COAD
BLM,TBC1D19,0,COAD
MME,MUS81,0,COAD
PTTG1,ZNF396,0,COAD
BLM,PPP1R12A,0,COAD
BLM,MGEA5,0,COAD
PTTG1,TMEM170A,0,COAD
KRAS,TAPT1,0,COAD
C20orf54,KRAS,0,COAD
MSR1,PTEN,0,COAD
MUS81,TARS,0,COAD
GREM1,PTEN,0,COAD
CHRAC1,PTTG1,0,COAD
BLM,PRDM9,0,COAD
C19orf42,KRAS,0,COAD
CLPX,PTEN,0,COAD
KRAS,NCKAP5,0,COAD
MUC2,PTEN,0,COAD
KRAS,ZNF75A,0,COAD
CNTN4,PTTG1,0,COAD
C11orf80,PTTG1,0,COAD
CDK9,PTTG1,0,COAD
KRAS,ORAI3,0,COAD
KRAS,OSMR,0,COAD
MUS81,NUP37,0,COAD
INSM2,MUS81,0,COAD
NAP1L4,PRMT6,0,COAD
PTTG1,PYHIN1,0,COAD
ORC3L,PTEN,0,COAD
C14orf93,MUS81,0,COAD
GAPT,MUS81,0,COAD
MUS81,SHB,0,COAD
MUS81,VARS,0,COAD
PTTG1,TTL,0,COAD
PTEN,ZKSCAN5,0,COAD
BCYRN1,KRAS,0,COAD
GPR110,PTTG1,0,COAD
KRAS,RNF113A,0,COAD
CYP4B1,KRAS,0,COAD
KRAS,RPL13AP3,0,COAD
ICAM2,PTTG1,0,COAD
NPVF,PTEN,0,COAD
DDX51,PTEN,0,COAD
KRAS,SKA2,0,COAD
CYB561D2,PTEN,0,COAD
AIP,BLM,0,COAD
AR,PTTG1,0,COAD
MUS81,ZMYND15,1,COAD
EPHA4,MUS81,0,COAD
KRAS,TPD52,0,COAD
PTTG1,RARS2,0,COAD
HP1BP3,SMARCA1,0,COAD
BLM,RDM1,0,COAD
PLXNC1,PTEN,0,COAD
PTTG1,THAP9,0,COAD
KRAS,ZMIZ1,0,COAD
CD38,KRAS,0,COAD
GOLGA1,KRAS,0,COAD
C1QL1,MUS81,0,COAD
KIRREL3,MUS81,0,COAD
CHAF1A,PHF23,0,COAD
BLM,ZNF541,0,COAD
PHOX2A,PTTG1,0,COAD
DENND1A,PTTG1,0,COAD
ARHGAP21,BLM,0,COAD
CRTAC1,PTEN,0,COAD
INPP5A,KRAS,0,COAD
MFAP4,PTTG1,0,COAD
BLM,SUN1,0,COAD
MUS81,TMEM179B,0,COAD
CREB3L1,KRAS,0,COAD
KRAS,TFPT,0,COAD
PTEN,RDH5,0,COAD
HDAC5,MTF2,0,COAD
PTEN,RNF215,0,COAD
MUS81,ZNF136,0,COAD
MUS81,ZNF681,0,COAD
FOXO4,PTEN,0,COAD
DMAP1,EZH2,0,COAD
GGTLC2,PTEN,0,COAD
BLM,BVES,0,COAD
MECP2,SMARCAD1,0,COAD
PPP1R1B,PTEN,0,COAD
FABP6,PTEN,0,COAD
COL11A1,PTEN,0,COAD
KRAS,USP43,0,COAD
ACTR8,SUV39H1,0,COAD
EIF2C2,PTTG1,0,COAD
BCL2,CHEK1,0,COAD
BLM,CENPA,0,COAD
BLM,POTEA,0,COAD
ACOX2,MUS81,0,COAD
DPF2,SMARCD3,0,COAD
PTTG1,RHOT2,0,COAD
CAD,PTEN,0,COAD
BLM,SUPT6H,1,COAD
PTTG1,SLC34A2,0,COAD
HIBADH,KRAS,0,COAD
COL3A1,PTEN,0,COAD
AGPHD1,BLM,0,COAD
BLM,SMCR7L,0,COAD
PTTG1,TMEM31,0,COAD
KRAS,LAMA4,0,COAD
KLHL1,PTEN,0,COAD
PRODH,PTEN,0,COAD
MRPL13,PTTG1,0,COAD
DPF2,HDAC10,0,COAD
MUS81,RBM9,0,COAD
BLM,C1orf168,0,COAD
CACNB2,PTTG1,0,COAD
GPR156,MUS81,0,COAD
KRAS,RAD9A,0,COAD
PAF1,PTTG1,0,COAD
GSR,KRAS,0,COAD
BLM,SLC22A8,0,COAD
CITED4,PTTG1,0,COAD
HILS1,PTEN,0,COAD
KDM4C,SMARCC1,0,COAD
PNCK,PTEN,0,COAD
PTTG1,TKTL2,0,COAD
BLM,CHST4,0,COAD
HTR4,PTEN,0,COAD
MUS81,NCOR2,0,COAD
POLRMT,PTTG1,0,COAD
NDUFA1,PTEN,0,COAD
MUS81,WAC,0,COAD
DRD4,MUS81,0,COAD
BLM,SPATA21,0,COAD
HSF1,MUS81,0,COAD
PTTG1,TMEM81,0,COAD
B3GALT4,KRAS,0,COAD
SETD8,SMARCAL1,0,COAD
BLM,ZFP2,0,COAD
BLM,CCL3,0,COAD
ACAA1,PTEN,0,COAD
CAPRIN1,PTTG1,0,COAD
ASAP1,BLM,0,COAD
ITPKA,MUS81,0,COAD
PTEN,SEMA3E,0,COAD
ATF7IP2,PTTG1,0,COAD
HSPA1A,PTTG1,0,COAD
BCL2A1,MUS81,0,COAD
MUS81,TADA2A,0,COAD
MSL3,PTTG1,0,COAD
MUS81,NIPAL3,0,COAD
ACSBG1,BLM,0,COAD
BLM,CRNKL1,0,COAD
FAM133B,PTEN,0,COAD
LEAP2,PTEN,0,COAD
GLDN,PTTG1,0,COAD
HSF4,PTEN,0,COAD
KRAS,ZNF45,0,COAD
ACPP,PTEN,0,COAD
KRAS,MAS1,0,COAD
C20orf152,MUS81,0,COAD
CDYL,HDAC9,0,COAD
APOD,PTEN,0,COAD
MUS81,SLC25A17,0,COAD
BUB1,MUS81,1,COAD
HCN4,MUS81,0,COAD
ABCC5,KRAS,0,COAD
KRAS,UQCRH,0,COAD
NAP1L4,SNAPC4,0,COAD
KIF15,PTEN,0,COAD
MUS81,OGFRL1,0,COAD
PTTG1,SEMA6D,0,COAD
BLM,SPHK2,0,COAD
MUS81,RPS28,0,COAD
HFE2,PTTG1,0,COAD
PTEN,PUS3,0,COAD
BLM,CCL26,0,COAD
POU6F1,PTTG1,0,COAD
BLM,TRERF1,0,COAD
NEK11,PTTG1,0,COAD
PTTG1,ZNF217,0,COAD
BLM,MAP3K11,0,COAD
BLM,GMPS,0,COAD
C10orf131,KRAS,0,COAD
MSRB2,PTTG1,0,COAD
KRAS,MCTP2,0,COAD
ANO6,PTTG1,0,COAD
ALS2CR4,MUS81,0,COAD
HDAC5,ING2,0,COAD
BLM,KRBA1,0,COAD
MUS81,TRAK1,0,COAD
ACSF3,MUS81,0,COAD
C10orf2,KRAS,0,COAD
BLM,C9orf98,0,COAD
FAM3A,KRAS,0,COAD
ACY3,KRAS,0,COAD
KRAS,LSM7,0,COAD
KRAS,SLC16A2,0,COAD
CHAF1A,MSL3,0,COAD
EXOSC8,PTTG1,0,COAD
KRAS,P2RX3,0,COAD
CBR1,KRAS,0,COAD
PTEN,SFXN2,0,COAD
C7orf44,PTEN,0,COAD
AIF1L,PTEN,0,COAD
BLNK,KRAS,0,COAD
PTTG1,SQSTM1,0,COAD
MUS81,PHF14,0,COAD
DMRTC1,KRAS,0,COAD
ENDOD1,KRAS,0,COAD
BLM,RPP40,0,COAD
HMGXB3,KRAS,0,COAD
KRAS,TLE1,0,COAD
MUS81,TNFRSF9,0,COAD
PTTG1,SCARB2,0,COAD
CSNK1A1,MUS81,0,COAD
FAHD2A,MUS81,0,COAD
BLM,WNT9A,0,COAD
ATP5I,PTTG1,0,COAD
MUS81,PPP1R10,0,COAD
PTTG1,SPP1,0,COAD
HP,KRAS,0,COAD
C3orf70,KRAS,0,COAD
KIAA1486,KRAS,0,COAD
KRAS,TMEM54,0,COAD
BLM,PCK2,0,COAD
PTTG1,TIPRL,0,COAD
BLM,RIPK3,0,COAD
PARVA,PTTG1,0,COAD
BLM,SECISBP2L,0,COAD
KRAS,MAP2,0,COAD
CDC25B,PTTG1,0,COAD
ITGA8,PTTG1,0,COAD
MECP2,TDRD6,0,COAD
BLM,UQCR11,0,COAD
ARHGDIB,KRAS,0,COAD
KRAS,RETSAT,0,COAD
PTTG1,XYLT2,0,COAD
APLN,KRAS,0,COAD
MUS81,PFDN4,0,COAD
KRAS,TBC1D24,0,COAD
ATP11B,KRAS,0,COAD
PTTG1,TARS,0,COAD
BLM,SEMA4F,0,COAD
MUS81,SPOCK1,0,COAD
ALKBH5,PTEN,0,COAD
MTA2,SP100,0,COAD
HSPB6,PTTG1,0,COAD
PLA2R1,PTTG1,0,COAD
BCL2,BCL2L2,0,COAD
CASP14,PTTG1,0,COAD
CSNK2A2,PTEN,0,COAD
C3orf64,PTEN,0,COAD
KRAS,OR9A2,1,COAD
HTR4,PTTG1,0,COAD
BLM,TACO1,0,COAD
PTTG1,TNFRSF21,0,COAD
IL6ST,MUS81,0,COAD
DNAJA1,PTTG1,0,COAD
GSPT1,PTTG1,0,COAD
HAR1B,KRAS,0,COAD
KRAS,PRKX,0,COAD
AP4B1,KRAS,0,COAD
